Time;Open;High;Low;Close;Id
2022-08-23;0.03714545;0.03714545;0.03714545;0.03714545;zilliqa
2022-08-27;0.03813322;0.03974967;0.03610055;0.03610055;zilliqa
2022-08-31;0.03676089;0.03718408;0.03571684;0.03611308;zilliqa
2022-09-03;0.03623472;0.03642453;0.03578945;0.03578945;zilliqa
2022-09-07;0.03566413;0.03650803;0.03394757;0.03394757;zilliqa
2022-09-11;0.03478135;0.03755548;0.03478135;0.03755548;zilliqa
2022-09-15;0.0373428;0.03747866;0.0344642;0.03505738;zilliqa
2022-09-19;0.03363856;0.03487942;0.0316728;0.0316728;zilliqa
2022-09-23;0.03246999;0.03329491;0.03133068;0.03329491;zilliqa
2022-09-27;0.03305193;0.03305193;0.03172912;0.03179282;zilliqa
2022-09-30;0.03154312;0.03154312;0.03145053;0.03145053;zilliqa
2022-10-03;0.03124499;0.03124499;0.03053982;0.03053982;zilliqa
2022-10-07;0.03157227;0.03192835;0.03121589;0.03121589;zilliqa
2022-10-11;0.03140194;0.03271441;0.03108368;0.03108368;zilliqa
2022-10-15;0.03070462;0.03070462;0.03015052;0.03015052;zilliqa
2022-10-19;0.03021905;0.03150432;0.03021905;0.03150432;zilliqa
2022-10-23;0.02959037;0.02959037;0.02913974;0.02929224;zilliqa
2022-10-27;0.02958222;0.03029276;0.02889908;0.03029276;zilliqa
2022-10-31;0.02985526;0.0309818;0.02985526;0.0309818;zilliqa
2022-11-03;0.03092897;0.03092897;0.0296596;0.0296596;zilliqa
2022-11-07;0.0304163;0.03292783;0.0304163;0.0313146;zilliqa
2022-11-11;0.03211766;0.03211766;0.02043668;0.02433165;zilliqa
2022-11-15;0.02290342;0.02290342;0.02115893;0.02118407;zilliqa
2022-11-19;0.02185519;0.02185519;0.02140071;0.02162264;zilliqa
2022-11-23;0.02264207;0.02264207;0.02119668;0.02174597;zilliqa
2022-11-27;0.02285587;0.02357369;0.02263591;0.02263591;zilliqa
2022-11-30;0.0229683;0.0229683;0.02209386;0.02212509;zilliqa
2022-12-03;0.02306769;0.02321624;0.02283067;0.02321624;zilliqa
2022-12-07;0.02278576;0.02301445;0.02256295;0.02256295;zilliqa
2022-12-11;0.02190874;0.0225622;0.02190874;0.0225622;zilliqa
2022-12-15;0.02209393;0.02224266;0.02181259;0.02184953;zilliqa
2022-12-19;0.02105791;0.02105791;0.01867655;0.01867655;zilliqa
2022-12-23;0.01738608;0.01815923;0.01738608;0.01815923;zilliqa
2022-12-27;0.01814898;0.01814898;0.01764589;0.01767976;zilliqa
2022-12-31;0.01720406;0.01720406;0.01585057;0.01585057;zilliqa
2023-01-03;0.01585002;0.01657375;0.01585002;0.01657375;zilliqa
2023-01-07;0.01660422;0.01751385;0.01660422;0.01751385;zilliqa
2023-01-11;0.01757405;0.02407873;0.01757405;0.02407873;zilliqa
2023-01-15;0.02325658;0.02654482;0.02325658;0.02654482;zilliqa
2023-01-19;0.02588629;0.02740626;0.02486607;0.02486607;zilliqa
2023-01-23;0.02547931;0.02766955;0.02547931;0.02711922;zilliqa
2023-01-27;0.02856668;0.02856668;0.02705258;0.02793211;zilliqa
2023-01-31;0.02938312;0.02966219;0.02683693;0.02683693;zilliqa
2023-02-03;0.02708511;0.02844756;0.02708511;0.02844756;zilliqa
2023-02-07;0.02966725;0.02992824;0.02886584;0.02974973;zilliqa
2023-02-11;0.03091576;0.03091576;0.02718213;0.02795307;zilliqa
2023-02-15;0.02845488;0.02978292;0.02845488;0.02978292;zilliqa
2023-02-19;0.03144202;0.03265779;0.02963783;0.03265779;zilliqa
2023-02-23;0.03223054;0.03535608;0.03223054;0.03535608;zilliqa
2023-02-27;0.03552789;0.03552789;0.03202891;0.03284927;zilliqa
2023-02-28;0.03250209;0.03250209;0.03087741;0.03087741;zilliqa
2023-03-07;0.02863323;0.02863323;0.02750715;0.02753169;zilliqa
2023-03-11;0.02667529;0.02667529;0.02266328;0.02308176;zilliqa
2023-03-15;0.02264044;0.02830067;0.02264044;0.02830067;zilliqa
2023-03-19;0.02700095;0.02939557;0.02700095;0.02849347;zilliqa
2023-03-23;0.029594;0.029594;0.0274405;0.0274405;zilliqa
2023-03-27;0.02878796;0.02878796;0.02710493;0.02748422;zilliqa
2023-03-31;0.02611285;0.02829737;0.02611285;0.02799008;zilliqa
2023-04-03;0.02933073;0.03156242;0.02933073;0.03156242;zilliqa
2023-04-07;0.02961245;0.03037596;0.02949471;0.02949471;zilliqa
2023-04-11;0.02916359;0.02966077;0.02916359;0.02966077;zilliqa
2023-04-15;0.02969863;0.0307249;0.02935677;0.0307249;zilliqa
2023-04-19;0.03082112;0.03343526;0.03082112;0.03343526;zilliqa
2023-04-23;0.03195682;0.03504502;0.03028717;0.03504502;zilliqa
2023-04-27;0.03235895;0.03235895;0.02915225;0.02915225;zilliqa
2023-04-30;0.02928272;0.02928272;0.02884881;0.02884881;zilliqa
2023-05-03;0.02830715;0.02830715;0.02706435;0.02723866;zilliqa
2023-05-07;0.02749948;0.02749948;0.02646429;0.02646429;zilliqa
2023-05-11;0.02618105;0.02618105;0.02388984;0.02456697;zilliqa
2023-05-15;0.02342371;0.02383203;0.02342371;0.02383203;zilliqa
2023-05-19;0.02419908;0.02490953;0.02405984;0.02405984;zilliqa
2023-05-23;0.02428427;0.02428427;0.0234841;0.0234841;zilliqa
2023-05-27;0.02363778;0.02363778;0.02264388;0.02283048;zilliqa
2023-05-31;0.02331581;0.02372056;0.02331581;0.02369725;zilliqa
2023-06-03;0.02293357;0.02339868;0.02268724;0.02339868;zilliqa
2023-06-07;0.02358247;0.02405517;0.02143533;0.02193819;zilliqa
2023-06-11;0.02095581;0.02129629;0.01772446;0.01772446;zilliqa
2023-06-15;0.01746609;0.01755136;0.0168617;0.0168617;zilliqa
2023-06-19;0.01701878;0.017628;0.01701878;0.01727972;zilliqa
2023-06-23;0.01734651;0.01903786;0.01734651;0.0189369;zilliqa
2023-06-27;0.0204745;0.02116729;0.02035888;0.02035888;zilliqa
2023-06-30;0.02054494;0.02054494;0.01913636;0.01960897;zilliqa
2023-07-03;0.02101079;0.02196671;0.02101079;0.02148397;zilliqa
2023-07-07;0.02211484;0.0229892;0.02069896;0.02069896;zilliqa
2023-07-11;0.02064571;0.02064571;0.02023378;0.02025818;zilliqa
2023-07-15;0.02097427;0.02224217;0.02090815;0.0215039;zilliqa
2023-07-19;0.02232911;0.02234458;0.02161167;0.02161167;zilliqa
2023-07-23;0.02179317;0.02179317;0.02140938;0.02140938;zilliqa
2023-07-27;0.02218492;0.02218492;0.02070157;0.02080621;zilliqa
2023-07-31;0.02071361;0.02150429;0.02071361;0.02091452;zilliqa
2023-08-03;0.02085837;0.02099107;0.02058529;0.02058529;zilliqa
2023-08-07;0.02034785;0.02034785;0.02014056;0.02014056;zilliqa
2023-08-11;0.01999636;0.0201323;0.01996618;0.02002978;zilliqa
2023-08-15;0.02004642;0.0201857;0.02000273;0.0201857;zilliqa
2023-08-19;0.01906112;0.01906112;0.01624886;0.0166825;zilliqa
2023-08-23;0.01699872;0.01702954;0.01665129;0.01665129;zilliqa
